,Date,BottomHolePressure (BARa),SandfacePressureRef|BottomHolePressureRef (BARa),DrainageRegionPressureRef|DrainageRegionPressure (BARa),LiquidProductivityIndex (Sm3/day/bar),GasProductivityIndex (Sm3/day/bar),ProductivityIndexResCond (Rm3/day/bar),WellIndexResCond (Rm3/day/bar),BottomHoleTemperature (deg C),LiquidInjected (Sm3/day),WaterInjected (Sm3/day),OilInjected (Sm3/day),GasInjected (1000Sm3/d),FracLiquidInjected (Sm3/day),FracWaterInjected (Sm3/day),FracOilInjected (Sm3/day),FracGasInjected (1000Sm3/d),GOR (Sm3/Sm3),WaterCut (fraction),WaterGasRatio (Sm3/Sm3),CGR (Sm3/Sm3),HallIntegral (Bar.d),HallVoidageDerivative (Bar.d),HallWaterDerivative (Bar.d),HallGasDerivative (Bar.d),WaterBreakthroughTime (days),GasBreakthroughTime (days),TransitTime (days),CumLiquidProduced (Sm3),CumWaterProduced (Sm3),CumOilProduced (Sm3),CumGasProduced (MSm3),CumLiquidInjected (Sm3),CumWaterInjected (Sm3),CumOilInjected (Sm3),CumGasInjected (MSm3),CumHeatInjected (kJ),DownholeRate (rm3/day),VoidageRate (rm3/day),CumVoidage (rm3),NPV (MMUS$),
I1,11.08.1999 16:48:00,313.981,316.277,242.666,40.7527,0,40.7517,178.183,60,2999.85,2999.85,0,0,1392.57,1392.57,0,0,0,0,0,0,90587.6,96702.4,96702.7,0,71.4587,1e+06,816.794,0,0,0,0,3.95591e+06,3.95591e+06,0,0,1.33517e+12,2999.98,3000,3.9561e+06,-21.0525,
I1,21.08.1999 16:48:00,313.641,315.937,242.319,40.7485,0,40.7475,178.116,60,2999.85,2999.85,0,0,1391.59,1391.59,0,0,0,0,0,0,91323.7,97448.6,97448.9,0,61.3878,1e+06,820.422,0,0,0,0,3.98591e+06,3.98591e+06,0,0,1.34538e+12,2999.98,3000,3.9861e+06,-21.186,
I1,31.08.1999 16:48:00,313.278,315.575,241.966,40.7542,0,40.7532,178.05,60,2999.85,2999.85,0,0,1390.62,1390.62,0,0,0,0,0,0,92059.8,98171,98171.4,0,58.0777,1e+06,812.337,0,0,0,0,4.0159e+06,4.0159e+06,0,0,1.3556e+12,2999.98,3000,4.0161e+06,-21.3193,
I1,10.09.1999 16:48:00,313.293,315.59,241.945,40.7337,0,40.7327,177.979,60,2999.85,2999.85,0,0,1389.58,1389.58,0,0,0,0,0,0,92796.3,98956.9,98957.2,0,70.7657,1e+06,813.203,0,0,0,0,4.0459e+06,4.0459e+06,0,0,1.36582e+12,2999.98,3000,4.0461e+06,-21.4522,
I1,20.09.1999 16:48:00,313.249,315.547,241.96,40.7658,0,40.7648,177.996,60,2999.85,2999.85,0,0,1389.84,1389.84,0,0,0,0,0,0,93532.2,99614.9,99615.2,0,45.5824,1e+06,821.094,0,0,0,0,4.0759e+06,4.0759e+06,0,0,1.37604e+12,2999.98,3000,4.0761e+06,-21.5847,
I1,30.09.1999 16:48:00,312.831,315.129,241.542,40.7659,0,40.7649,178.006,60,2999.85,2999.85,0,0,1389.98,1389.98,0,0,0,0,0,0,94268,100350,100351,0,43.7149,1e+06,812.79,0,0,0,0,4.1059e+06,4.1059e+06,0,0,1.38625e+12,2999.98,3000,4.1061e+06,-21.7169,
I1,10.10.1999 16:48:00,312.817,315.116,241.538,40.7711,0,40.7701,177.928,60,2999.85,2999.85,0,0,1388.83,1388.83,0,0,0,0,0,0,95003.8,101074,101074,0,36.3435,1e+06,815.213,0,0,0,0,4.1359e+06,4.1359e+06,0,0,1.39647e+12,2999.98,3000,4.1361e+06,-21.8487,
I1,20.10.1999 16:48:00,312.8,315.1,241.535,40.7783,0,40.7773,177.937,60,2999.85,2999.85,0,0,1388.97,1388.97,0,0,0,0,0,0,95739.5,101791,101792,0,31.9761,1e+06,810.249,0,0,0,0,4.1659e+06,4.1659e+06,0,0,1.40669e+12,2999.98,3000,4.1661e+06,-21.9802,
I1,30.10.1999 16:48:00,312.344,314.644,241.088,40.7833,0,40.7823,177.953,60,2999.85,2999.85,0,0,1389.2,1389.2,0,0,0,0,0,0,96475,102514,102515,0,31.3597,1e+06,813.69,0,0,0,0,4.19589e+06,4.19589e+06,0,0,1.41691e+12,2999.98,3000,4.1961e+06,-22.1114,
I1,09.11.1999 16:48:00,312.334,314.634,241.074,40.7813,0,40.7803,177.866,60,2999.85,2999.85,0,0,1387.91,1387.91,0,0,0,0,0,0,97210.6,103255,103255,0,21.9075,1e+06,816.775,0,0,0,0,4.22589e+06,4.22589e+06,0,0,1.42713e+12,2999.98,3000,4.2261e+06,-22.2422,
I1,19.11.1999 16:48:00,311.837,314.138,240.581,40.7826,0,40.7817,177.875,60,2999.85,2999.85,0,0,1388.06,1388.06,0,0,0,0,0,0,97946.2,103987,103987,0,20.9247,1e+06,811.73,0,0,0,0,4.25589e+06,4.25589e+06,0,0,1.43736e+12,2999.98,3000,4.2561e+06,-22.3727,
I1,29.11.1999 16:48:00,311.762,314.063,240.517,40.789,0,40.788,177.778,60,2999.85,2999.85,0,0,1386.62,1386.62,0,0,0,0,0,0,98681.6,104706,104707,0,14.6096,1e+06,815.817,0,0,0,0,4.28589e+06,4.28589e+06,0,0,1.44758e+12,2999.98,3000,4.2861e+06,-22.5028,
I1,09.12.1999 16:48:00,311.662,313.964,240.431,40.7961,0,40.7952,177.763,60,2999.85,2999.85,0,0,1386.41,1386.41,0,0,0,0,0,0,99417,105423,105424,0,12.6424,1e+06,819.539,0,0,0,0,4.31589e+06,4.31589e+06,0,0,1.45781e+12,2999.98,3000,4.3161e+06,-22.6326,
I1,19.12.1999 16:48:00,311.501,313.804,240.258,40.7889,0,40.7879,177.757,60,2999.85,2999.85,0,0,1386.31,1386.31,0,0,0,0,0,0,100152,106178,106178,0,7.74416,1e+06,812.173,0,0,0,0,4.34589e+06,4.34589e+06,0,0,1.46803e+12,2999.98,3000,4.3461e+06,-22.7621,
I1,29.12.1999 16:48:00,311.263,313.566,240.034,40.7967,0,40.7957,177.738,60,2999.85,2999.85,0,0,1386.02,1386.02,0,0,0,0,0,0,100888,106893,106893,0,6.60504,1e+06,814.942,0,0,0,0,4.37589e+06,4.37589e+06,0,0,1.47826e+12,2999.98,3000,4.3761e+06,-22.8912,
I1,08.01.2000 16:48:00,311.192,313.495,239.972,40.8017,0,40.8007,177.699,60,2999.85,2999.85,0,0,1385.46,1385.46,0,0,0,0,0,0,101623,107615,107615,0,6.39406,1e+06,812.248,0,0,0,0,4.40588e+06,4.40588e+06,0,0,1.48849e+12,2999.98,3000,4.4061e+06,-23.02,
I1,18.01.2000 16:48:00,311.043,313.346,239.837,40.8093,0,40.8083,177.695,60,2999.85,2999.85,0,0,1385.4,1385.4,0,0,0,0,0,0,102358,108330,108330,0,2.70656,1e+06,816.118,0,0,0,0,4.43588e+06,4.43588e+06,0,0,1.49872e+12,2999.98,3000,4.4361e+06,-23.1484,
I1,28.01.2000 16:48:00,310.489,312.793,239.275,40.8044,0,40.8034,177.678,60,2999.85,2999.85,0,0,1385.15,1385.15,0,0,0,0,0,0,103093,109078,109078,0,1,1e+06,818.039,0,0,0,0,4.46588e+06,4.46588e+06,0,0,1.50895e+12,2999.98,3000,4.4661e+06,-23.2765,
I1,07.02.2000 16:48:00,310.413,312.718,239.206,40.8079,0,40.8069,177.568,60,2999.85,2999.85,0,0,1383.51,1383.51,0,0,0,0,0,0,103828,109804,109804,0,1,1e+06,815.704,0,0,0,0,4.49588e+06,4.49588e+06,0,0,1.51918e+12,2999.98,3000,4.4961e+06,-23.4043,
I1,17.02.2000 16:48:00,310.327,312.632,239.137,40.8174,0,40.8164,177.559,60,2999.85,2999.85,0,0,1383.38,1383.38,0,0,0,0,0,0,104563,110513,110513,0,1,1e+06,806.571,0,0,0,0,4.52588e+06,4.52588e+06,0,0,1.52942e+12,2999.98,3000,4.5261e+06,-23.5317,
I1,27.02.2000 16:48:00,310.091,312.396,238.892,40.8122,0,40.8112,177.555,60,2999.85,2999.85,0,0,1383.32,1383.32,0,0,0,0,0,0,105298,111262,111263,0,1,1e+06,799.421,0,0,0,0,4.55588e+06,4.55588e+06,0,0,1.53965e+12,2999.98,3000,4.5561e+06,-23.6589,
I1,08.03.2000 16:48:00,310.011,312.316,238.826,40.8196,0,40.8187,177.518,60,2999.85,2999.85,0,0,1382.77,1382.77,0,0,0,0,0,0,106033,111977,111977,0,1,1e+06,800.273,0,0,0,0,4.58587e+06,4.58587e+06,0,0,1.54989e+12,2999.98,3000,4.5861e+06,-23.7856,
I1,18.03.2000 16:48:00,309.102,311.408,237.928,40.8254,0,40.8244,177.516,60,2999.85,2999.85,0,0,1382.75,1382.75,0,0,0,0,0,0,106768,112696,112696,0,1,1e+06,774.381,0,0,0,0,4.61587e+06,4.61587e+06,0,0,1.56012e+12,2999.98,3000,4.6161e+06,-23.9121,
I1,28.03.2000 16:48:00,309.134,311.44,237.899,40.7914,0,40.7904,177.328,60,2999.85,2999.85,0,0,1379.93,1379.93,0,0,0,0,0,0,107503,113525,113526,0,1,1e+06,762.626,0,0,0,0,4.64587e+06,4.64587e+06,0,0,1.57037e+12,2999.98,3000,4.6461e+06,-24.0382,
I1,07.04.2000 16:48:00,309.065,311.372,237.838,40.7953,0,40.7944,177.338,60,2999.85,2999.85,0,0,1380.09,1380.09,0,0,0,0,0,0,108239,114250,114250,0,1,1e+06,752.286,0,0,0,0,4.67587e+06,4.67587e+06,0,0,1.58061e+12,2999.98,3000,4.6761e+06,-24.164,
I1,17.04.2000 16:48:00,308.563,310.87,237.353,40.805,0,40.804,177.34,60,2999.85,2999.85,0,0,1380.12,1380.12,0,0,0,0,0,0,108974,114958,114958,0,1,1e+06,750.901,0,0,0,0,4.70587e+06,4.70587e+06,0,0,1.59085e+12,2999.98,3000,4.7061e+06,-24.2895,
I1,27.04.2000 16:48:00,308.411,310.718,237.169,40.7868,0,40.7858,177.244,60,2999.85,2999.85,0,0,1378.68,1378.68,0,0,0,0,0,0,109709,115744,115745,0,1,1e+06,723.47,0,0,0,0,4.73587e+06,4.73587e+06,0,0,1.6011e+12,2999.98,3000,4.7361e+06,-24.4146,
I1,07.05.2000 16:48:00,308.226,310.534,236.995,40.7929,0,40.7919,177.22,60,2999.85,2999.85,0,0,1378.32,1378.32,0,0,0,0,0,0,110445,116463,116463,0,1,1e+06,723.235,0,0,0,0,4.76587e+06,4.76587e+06,0,0,1.61135e+12,2999.98,3000,4.7661e+06,-24.5394,
I1,17.05.2000 16:48:00,307.835,310.143,236.613,40.7977,0,40.7968,177.193,60,2999.85,2999.85,0,0,1377.92,1377.92,0,0,0,0,0,0,111180,117184,117184,0,1,1e+06,717.368,0,0,0,0,4.79586e+06,4.79586e+06,0,0,1.62159e+12,2999.98,3000,4.7961e+06,-24.6639,
I1,27.05.2000 16:48:00,307.67,309.979,236.432,40.7887,0,40.7877,177.121,60,2999.85,2999.85,0,0,1376.82,1376.82,0,0,0,0,0,0,111916,117946,117946,0,1,1e+06,716.896,0,0,0,0,4.82586e+06,4.82586e+06,0,0,1.63184e+12,2999.98,3000,4.8261e+06,-24.7881,
I1,06.06.2000 16:48:00,307.538,309.847,236.305,40.791,0,40.7901,177.095,60,2999.85,2999.85,0,0,1376.44,1376.44,0,0,0,0,0,0,112651,118674,118675,0,1,1e+06,716.994,0,0,0,0,4.85586e+06,4.85586e+06,0,0,1.6421e+12,2999.98,3000,4.8561e+06,-24.9119,
I1,16.06.2000 16:48:00,307.424,309.734,236.198,40.7946,0,40.7936,177.08,60,2999.85,2999.85,0,0,1376.21,1376.21,0,0,0,0,0,0,113386,119399,119400,0,1,1e+06,716.965,0,0,0,0,4.88586e+06,4.88586e+06,0,0,1.65235e+12,2999.98,3000,4.8861e+06,-25.0354,
I1,26.06.2000 16:48:00,307.256,309.565,236.045,40.8027,0,40.8018,177.07,60,2999.85,2999.85,0,0,1376.06,1376.06,0,0,0,0,0,0,114122,120111,120111,0,1,1e+06,717.386,0,0,0,0,4.91586e+06,4.91586e+06,0,0,1.6626e+12,2999.98,3000,4.9161e+06,-25.1586,
I1,06.07.2000 16:48:00,307.125,309.435,235.925,40.8086,0,40.8077,177.048,60,2999.85,2999.85,0,0,1375.72,1375.72,0,0,0,0,0,0,114857,120828,120829,0,1,1e+06,717.652,0,0,0,0,4.94586e+06,4.94586e+06,0,0,1.67286e+12,2999.98,3000,4.9461e+06,-25.2815,
I1,16.07.2000 16:48:00,306.975,309.286,235.783,40.8128,0,40.8118,177.033,60,2999.85,2999.85,0,0,1375.49,1375.49,0,0,0,0,0,0,115592,121551,121551,0,1,1e+06,713.327,0,0,0,0,4.97585e+06,4.97585e+06,0,0,1.68311e+12,2999.98,3000,4.9761e+06,-25.4041,
I1,26.07.2000 16:48:00,306.856,309.167,235.671,40.8168,0,40.8159,177.014,60,2999.85,2999.85,0,0,1375.21,1375.21,0,0,0,0,0,0,116327,122274,122274,0,1,1e+06,713.681,0,0,0,0,5.00585e+06,5.00585e+06,0,0,1.69337e+12,2999.98,3000,5.0061e+06,-25.5263,
I1,05.08.2000 16:48:00,306.77,309.081,235.592,40.8204,0,40.8195,177.002,60,2999.85,2999.85,0,0,1375.03,1375.03,0,0,0,0,0,0,117062,122998,122998,0,1,1e+06,709.553,0,0,0,0,5.03585e+06,5.03585e+06,0,0,1.70362e+12,2999.98,3000,5.0361e+06,-25.6482,
I1,15.08.2000 16:48:00,306.617,308.929,235.456,40.8296,0,40.8286,176.997,60,2999.85,2999.85,0,0,1374.96,1374.96,0,0,0,0,0,0,117796,123705,123705,0,1,1e+06,706.924,0,0,0,0,5.06585e+06,5.06585e+06,0,0,1.71388e+12,2999.98,3000,5.0661e+06,-25.7698,
I1,25.08.2000 16:48:00,306.534,308.846,235.378,40.8319,0,40.8309,176.978,60,2999.85,2999.85,0,0,1374.67,1374.67,0,0,0,0,0,0,118531,124433,124433,0,1,1e+06,707.098,0,0,0,0,5.09585e+06,5.09585e+06,0,0,1.72413e+12,2999.98,3000,5.0961e+06,-25.8911,
I1,04.09.2000 16:48:00,306.409,308.721,235.267,40.8397,0,40.8387,176.974,60,2999.85,2999.85,0,0,1374.61,1374.61,0,0,0,0,0,0,119265,125144,125144,0,1,1e+06,706.75,0,0,0,0,5.12585e+06,5.12585e+06,0,0,1.73439e+12,2999.98,3000,5.1261e+06,-26.0121,
I1,14.09.2000 16:48:00,306.327,308.64,235.192,40.843,0,40.8421,176.961,60,2999.85,2999.85,0,0,1374.41,1374.41,0,0,0,0,0,0,120000,125868,125868,0,1,1e+06,706.72,0,0,0,0,5.15584e+06,5.15584e+06,0,0,1.74465e+12,2999.98,3000,5.1561e+06,-26.1327,
I1,24.09.2000 16:48:00,306.19,308.503,235.074,40.8535,0,40.8525,176.957,60,2999.85,2999.85,0,0,1374.36,1374.36,0,0,0,0,0,0,120734,126570,126570,0,1,1e+06,707.219,0,0,0,0,5.18584e+06,5.18584e+06,0,0,1.75491e+12,2999.98,3000,5.1861e+06,-26.253,
I1,04.10.2000 16:48:00,306.152,308.465,235.034,40.8525,0,40.8515,176.942,60,2999.85,2999.85,0,0,1374.12,1374.12,0,0,0,0,0,0,121469,127307,127308,0,1,1e+06,707.076,0,0,0,0,5.21584e+06,5.21584e+06,0,0,1.76516e+12,2999.98,3000,5.2161e+06,-26.3731,
I1,14.10.2000 16:48:00,306.042,308.356,234.942,40.8621,0,40.8612,176.947,60,2999.85,2999.85,0,0,1374.21,1374.21,0,0,0,0,0,0,122203,128011,128012,0,1,1e+06,707.549,0,0,0,0,5.24584e+06,5.24584e+06,0,0,1.77542e+12,2999.98,3000,5.2461e+06,-26.4928,
I1,24.10.2000 16:48:00,305.959,308.273,234.867,40.8663,0,40.8653,176.938,60,2999.85,2999.85,0,0,1374.07,1374.07,0,0,0,0,0,0,122937,128732,128733,0,1,1e+06,706.91,0,0,0,0,5.27584e+06,5.27584e+06,0,0,1.78568e+12,2999.98,3000,5.2761e+06,-26.6122,
I1,03.11.2000 16:48:00,305.876,308.19,234.797,40.8735,0,40.8726,176.934,60,2999.85,2999.85,0,0,1374.02,1374.02,0,0,0,0,0,0,123671,129444,129444,0,1,1e+06,704.31,0,0,0,0,5.30584e+06,5.30584e+06,0,0,1.79594e+12,2999.98,3000,5.3061e+06,-26.7313,
I1,13.11.2000 16:48:00,305.778,308.093,234.713,40.8809,0,40.88,176.93,60,2999.85,2999.85,0,0,1373.96,1373.96,0,0,0,0,0,0,124405,130154,130154,0,1,1e+06,705.154,0,0,0,0,5.33584e+06,5.33584e+06,0,0,1.8062e+12,2999.98,3000,5.3361e+06,-26.85,
I1,23.11.2000 16:48:00,305.683,307.998,234.634,40.8899,0,40.8889,176.923,60,2999.85,2999.85,0,0,1373.86,1373.86,0,0,0,0,0,0,125138,130859,130860,0,1,1e+06,705.954,0,0,0,0,5.36583e+06,5.36583e+06,0,0,1.81646e+12,2999.98,3000,5.3661e+06,-26.9685,
I1,03.12.2000 16:48:00,305.623,307.939,234.58,40.8928,0,40.8918,176.917,60,2999.85,2999.85,0,0,1373.76,1373.76,0,0,0,0,0,0,125872,131584,131584,0,1,1e+06,703.724,0,0,0,0,5.39583e+06,5.39583e+06,0,0,1.82672e+12,2999.98,3000,5.3961e+06,-27.0867,
I1,13.12.2000 16:48:00,305.552,307.868,234.522,40.8997,0,40.8987,176.918,60,2999.85,2999.85,0,0,1373.78,1373.78,0,0,0,0,0,0,126605,132295,132295,0,1,1e+06,704.39,0,0,0,0,5.42583e+06,5.42583e+06,0,0,1.83697e+12,2999.98,3000,5.4261e+06,-27.2045,
I1,23.12.2000 16:48:00,305.49,307.806,234.469,40.9053,0,40.9043,176.918,60,2999.85,2999.85,0,0,1373.78,1373.78,0,0,0,0,0,0,127339,133010,133010,0,1,1e+06,704.995,0,0,0,0,5.45583e+06,5.45583e+06,0,0,1.84723e+12,2999.98,3000,5.4561e+06,-27.3221,
I1,02.01.2001 16:48:00,305.451,307.767,234.436,40.9081,0,40.9071,176.919,60,2999.85,2999.85,0,0,1373.79,1373.79,0,0,0,0,0,0,128072,133734,133735,0,1,1e+06,702.902,0,0,0,0,5.48583e+06,5.48583e+06,0,0,1.85749e+12,2999.98,3000,5.4861e+06,-27.4393,
I1,12.01.2001 16:48:00,305.355,307.672,234.361,40.9194,0,40.9184,176.925,60,2999.85,2999.85,0,0,1373.89,1373.89,0,0,0,0,0,0,128805,134430,134431,0,1,1e+06,703.851,0,0,0,0,5.51583e+06,5.51583e+06,0,0,1.86775e+12,2999.98,3000,5.5161e+06,-27.5562,
I1,22.01.2001 16:48:00,305.295,307.613,234.311,40.9247,0,40.9237,176.919,60,2999.85,2999.85,0,0,1373.81,1373.81,0,0,0,0,0,0,129538,135146,135146,0,1,1e+06,704.516,0,0,0,0,5.54582e+06,5.54582e+06,0,0,1.87801e+12,2999.98,3000,5.5461e+06,-27.6728,
I1,01.02.2001 16:48:00,305.257,307.575,234.28,40.9283,0,40.9274,176.921,60,2999.85,2999.85,0,0,1373.83,1373.83,0,0,0,0,0,0,130271,135867,135867,0,1,1e+06,704.949,0,0,0,0,5.57582e+06,5.57582e+06,0,0,1.88827e+12,2999.98,3000,5.5761e+06,-27.7892,
I1,11.02.2001 16:48:00,305.18,307.498,234.22,40.9377,0,40.9367,176.927,60,2999.85,2999.85,0,0,1373.93,1373.93,0,0,0,0,0,0,131004,136569,136569,0,1,1e+06,703.672,0,0,0,0,5.60582e+06,5.60582e+06,0,0,1.89853e+12,2999.98,3000,5.6061e+06,-27.9052,
I1,21.02.2001 16:48:00,305.129,307.447,234.179,40.9432,0,40.9422,176.925,60,2999.85,2999.85,0,0,1373.9,1373.9,0,0,0,0,0,0,131736,137283,137283,0,1,1e+06,704.311,0,0,0,0,5.63582e+06,5.63582e+06,0,0,1.90879e+12,2999.98,3000,5.6361e+06,-28.0209,
I1,03.03.2001 16:48:00,305.073,307.392,234.136,40.9502,0,40.9493,176.929,60,2999.85,2999.85,0,0,1373.96,1373.96,0,0,0,0,0,0,132469,137992,137992,0,1,1e+06,704.991,0,0,0,0,5.66582e+06,5.66582e+06,0,0,1.91905e+12,2999.98,3000,5.6661e+06,-28.1363,
I1,13.03.2001 16:48:00,305.02,307.339,234.095,40.9567,0,40.9557,176.932,60,2999.85,2999.85,0,0,1374,1374,0,0,0,0,0,0,133201,138703,138703,0,1,1e+06,705.671,0,0,0,0,5.69582e+06,5.69582e+06,0,0,1.9293e+12,2999.98,3000,5.6961e+06,-28.2514,
I1,23.03.2001 16:48:00,304.992,307.311,234.074,40.9603,0,40.9594,176.935,60,2999.85,2999.85,0,0,1374.06,1374.06,0,0,0,0,0,0,133934,139423,139423,0,1,1e+06,704.303,0,0,0,0,5.72582e+06,5.72582e+06,0,0,1.93956e+12,2999.98,3000,5.7261e+06,-28.3662,
I1,02.04.2001 16:48:00,304.927,307.246,234.024,40.9691,0,40.9682,176.944,60,2999.85,2999.85,0,0,1374.2,1374.2,0,0,0,0,0,0,134666,140125,140125,0,1,1e+06,705.118,0,0,0,0,5.75581e+06,5.75581e+06,0,0,1.94982e+12,2999.98,3000,5.7561e+06,-28.4808,
I1,12.04.2001 16:48:00,304.875,307.195,233.984,40.9754,0,40.9745,176.945,60,2999.85,2999.85,0,0,1374.21,1374.21,0,0,0,0,0,0,135398,140836,140836,0,1,1e+06,705.507,0,0,0,0,5.78581e+06,5.78581e+06,0,0,1.96008e+12,2999.98,3000,5.7861e+06,-28.595,
I1,22.04.2001 16:48:00,304.837,307.157,233.955,40.9807,0,40.9797,176.949,60,2999.85,2999.85,0,0,1374.27,1374.27,0,0,0,0,0,0,136130,141550,141550,0,1,1e+06,705.905,0,0,0,0,5.81581e+06,5.81581e+06,0,0,1.97034e+12,2999.98,3000,5.8161e+06,-28.7089,
I1,02.05.2001 16:48:00,304.785,307.105,233.917,40.9879,0,40.9869,176.956,60,2999.85,2999.85,0,0,1374.37,1374.37,0,0,0,0,0,0,136862,142256,142257,0,1,1e+06,706.483,0,0,0,0,5.84581e+06,5.84581e+06,0,0,1.98059e+12,2999.98,3000,5.8461e+06,-28.8225,
I1,12.05.2001 16:48:00,304.746,307.068,233.889,40.9936,0,40.9926,176.96,60,2999.85,2999.85,0,0,1374.44,1374.44,0,0,0,0,0,0,137594,142969,142969,0,1,1e+06,706.933,0,0,0,0,5.87581e+06,5.87581e+06,0,0,1.99085e+12,2999.98,3000,5.8761e+06,-28.9358,
I1,22.05.2001 16:48:00,304.697,307.019,233.852,41.0002,0,40.9993,176.967,60,2999.85,2999.85,0,0,1374.54,1374.54,0,0,0,0,0,0,138326,143677,143677,0,1,1e+06,707.528,0,0,0,0,5.90581e+06,5.90581e+06,0,0,2.00111e+12,2999.98,3000,5.9061e+06,-29.0489,
I1,01.06.2001 16:48:00,304.653,306.975,233.82,41.0066,0,41.0057,176.972,60,2999.85,2999.85,0,0,1374.61,1374.61,0,0,0,0,0,0,139057,144386,144386,0,1,1e+06,708.103,0,0,0,0,5.9358e+06,5.9358e+06,0,0,2.01137e+12,2999.98,3000,5.9361e+06,-29.1616,
I1,11.06.2001 16:48:00,304.612,306.935,233.789,41.012,0,41.011,176.977,60,2999.85,2999.85,0,0,1374.7,1374.7,0,0,0,0,0,0,139789,145099,145099,0,1,1e+06,708.658,0,0,0,0,5.9658e+06,5.9658e+06,0,0,2.02162e+12,2999.98,3000,5.9661e+06,-29.2741,
I1,21.06.2001 16:48:00,304.566,306.889,233.756,41.0191,0,41.0182,176.983,60,2999.85,2999.85,0,0,1374.79,1374.79,0,0,0,0,0,0,140520,145805,145805,0,1,1e+06,709.267,0,0,0,0,5.9958e+06,5.9958e+06,0,0,2.03188e+12,2999.98,3000,5.9961e+06,-29.3862,
